label,text
Fungal infection,"my skin has been acting up recently, becoming extremely itchy and rashes-prone. additionally, there are certain spots that deviate from my natural skin tone in terms of hue. and now my skin has these lumps or bumps that weren't there before."
Fungal infection,"on my arms and legs, i have a lot of red pimples and itchy skin. my skin also has a few odd-looking lesions. and occasionally there are bumps that are somewhat uncomfortable."
Fungal infection,i have an itchy skin and lots of red bumps on my arms and legs. there are some weird looking spots on my skin too. and sometimes there are bumps that feel kind of hard.
Fungal infection,"doctor, i have a really itchy rash on my skin and there are some weird spots that are a different color. there are also some bumps on my skin that look like little knots"
Fungal infection,"doctor, my skin is covered in a very uncomfortable rash, along with some odd patches of a different hue. my skin also has a few pimples that resemble little knots"
Fungal infection,"i have lots of itchy spots on my skin, and sometimes they turn red or bumpy. there are also some weird patches that are different colors than the rest of my skin, and sometimes i get these weird bumps that look like little balls."
Fungal infection,"my skin frequently develops itchy bumps that can occasionally turn red or rough. aside from that, my skin occasionally develops strange pimples that resemble small balls and some odd spots that are a different hue from the rest of my skin."
Fungal infection,"doctor, i have these red rashes that keep popping up and my skin is continuously itching. in addition, i've observed some odd color-different spots on my skin, as well as some little nodules on my skin that appear to be expanding."
Fungal infection,"i have been experiencing some really intense itching all over my body, along with redness and bumps on my skin. there are also these weird patches that are different colors than the rest of my skin, and sometimes i get these nodules that look like small bumps."
Fungal infection,"all over my body, i've been scratching so much that my skin has become red and developed pimples. additionally, i occasionally get these nodules that resemble little pimples, as well as these strange patches that are a different hue from the rest of my skin."
Fungal infection,"i've been experiencing a lot of itching, which has been accompanied with a rash that appears to be growing worse over time. there are also certain areas of skin that are different colours from the rest, and i've spotted several lumps that resemble little nodes."
Fungal infection,"i've been having a lot of problems with itching, and it's been accompanied by a rash that seems to be getting worse over time. there are also some patches of skin that are different colors than the rest, and i've noticed some bumps that look like little nodes."
Fungal infection,"doctor, my skin is covered in an uncomfortable rash and has a few odd patches of skin that are a different colour. there are a few pimples on my skin that resemble little knots."
Fungal infection,"i've been itching a lot, and it's been accompanied with a rash that looks to be getting worse over time. there are also some patches of skin that are different colours from the rest of the skin, as well as some lumps that resemble little nodes."
Fungal infection,"my skin has been acting up lately, becoming exceedingly itchy and prone to rashes. furthermore, several patches differ from my normal skin tone in terms of colour. and now i have lumps or bumps on my skin that weren't there before."
Fungal infection,"a rash that appears to be developing throughout my skin has been accompanying my recent bouts of intense itching and discomfort. on my skin, i also have some dischromic spots and little lumps that seem to be appearing everywhere."
Fungal infection,"my skin always itches, and occasionally it becomes quite rough and red. in addition, i occasionally get little pimples that resemble tiny balls and certain spots that are a different colour from the rest of my skin. it severely irritates me and itches."
Fungal infection,"i have a lot of itching all over my skin, and sometimes it gets really red and bumpy. there are also some patches that are different colors than the rest of my skin, and sometimes i get these little bumps that look like little balls. it's really annoying and itchy."
Fungal infection,"i have a pretty irritating itch all over my body, and my skin also has a few red, bumpy areas. i've also had some pimples that resemble small balls and other spots that are a different colour than the rest of my skin."
Fungal infection,"i've had a pretty uncomfortable itch all over my body, as well as red and bumpy areas on my skin. there are also certain patches of my skin that are a different hue than the rest of it, and i've had some pimples that resemble little balls."
Fungal infection,"i've been having this really annoying itch all over my body, and i have red and bumpy spots on my skin too. there are also some areas that are a different color than the rest of my skin, and i've had some bumps that look like little balls."
Fungal infection,"i've had a pretty uncomfortable itch all over my body, as well as red and bumpy areas on my skin. there are also certain patches of my epidermis with a distinct shade than the rest of it, and i've had some pimples that resemble little balls."
Fungal infection,"i've been really itchy lately and there are these rashy spots all over my skin. there are also some areas that look different in shade than the rest of my skin, and i've had some bumps that are kind of hard."
Fungal infection,"i've been quite itchy recently, and i have rashy patches all over my skin. there are also certain regions that are darker in colour than the rest of my skin, and i've got some firm lumps."
Fungal infection,"i've been rather itchy recently, and i have rashy blotches all over my skin. there are also certain regions that are more dark in color than the rest of my skin, and i've got some painful lumps."
Fungal infection,"recently, i've been scratching myself a lot, and my skin is covered with rashy places. additionally, i've had a few pimples that are rather firm, and there are certain spots on my body that have a different shade of brown than the rest of my skin."
Fungal infection,"my skin has been really itchy and there are these rashy spots all over. there are also some patches that look different in color than the rest of my skin, and i've had some bumps that are kind of hard."
Fungal infection,"my skin has been really scratchy, and there are rashes all over my body. i have some bumps that are quite firm, as well as some areas that are a darker shade from the rest of my skin. it's extremely unpleasant."
Fungal infection,"there are rashy areas all over my skin, which has been really irritating. additionally, i have some bumps that are fairly firm and some patches that are a different colour from the rest of my skin."
Fungal infection,"recently, i've been scratching myself a lot, and my skin is covered with rashy places. in addition, there are a few spots where my skin doesn't appear to be its usual shade, and i've experienced a few lumps that are quite painful."
Fungal infection,"i've been really itchy lately and there are these rashy spots all over my skin. there are also some areas that don't look like the normal color of my skin, and i've had some bumps that are kind of hard"
Fungal infection,"i've been quite itchy recently, and i have rashy places all over my body. there are also some regions that don't appear to be the typical hue of my skin, and i've experienced some firm lumps."
Fungal infection,"i've been itching and have rashy patches all over my skin recently. there are also some regions that don't appear to be the regular tone of my skin, and i've experienced some painful bumps."
Fungal infection,"recently, i've been itching myself a lot, and my skin is covered with rashy patches. furthermore, there are a few regions where my skin doesn't appear to be its usual tone, and i've experienced a few lumps that are exceptionally painful."
Fungal infection,"i've been having this constant itch and there are these red and bumpy spots on my skin. there are also some patches that are a different color than the rest of my skin, and i've had some bumps that are kind of like little lumps."
Fungal infection,"there are red, bumpy areas on my skin, and i've been scratching myself nonstop. additionally, i have some bumps that resemble little lumps and some spots that are a different shade of skin than the rest of my body."
Fungal infection,"i've had a lot of itching on my skin, which occasionally turns into a rash. there are also some odd patches of skin that are a different hue than the rest of me, and i occasionally get little pimples that resemble nodules."
Fungal infection,"i've had a tendency of itching on my skin, that frequently turns into a rash. there are also some strange patches of skin that are a different tone than the rest of my skin, and i regularly get little lumps that mimic nodules."
Fungal infection,"i've been experiencing a lot of itching on my skin, and sometimes it turns into a rash. there are also some strange patches of skin that are a different color than the rest of me, and sometimes i get little bumps that look like nodules."
Fungal infection,"my body has been itching terribly all over, and there are now red spots everywhere. some of the patches also differ in tone from my natural complexion. and there are these lumps or pimples that have appeared on my skin."
Fungal infection,"my skin has been really itchy lately, and it occasionally erupts into a rash. in addition, i have a few odd areas of skin that are a different coloration from the rest of me, and occasionally i develop little bumps that look  like nodules."
Fungal infection,there are now red blotches all over my body where i have been itching horribly all over. a few of the patches also differ in complexion from my natural skin. and these lumps or bumps have developed on my skin.
Common Cold,"i can't stop sneezing and my nose is really runny. i'm also really cold and tired all the time, and i've been coughing a lot. my fever is really high too, like way above normal."
Common Cold,"my nose is extremely runny, and i can't seem to stop sneezing. in addition, i constantly feel cold, exhausted, and i've been coughing a lot. my fever is also really high far above normal."
Common Cold,"i've been sneezing nonstop and i can't seem to shake this chill. i'm feeling really weak and tired, and my cough won't go away. my fever is really high"
Common Cold,"i've been sneezing incessantly and i just can't get this chill to go away. i feel so weak and exhausted, and my cough won't stop. my temperature is really high."
Common Cold,i'm constantly sneezing and my body is shaking from being cold. i'm so tired i can barely move and my head is killing me. my fever is through the roof
Common Cold,"i'm constantly sneezing, and the cold is making my body tremble. i'm so exhausted that i can hardly move, and my head hurts. my fever is quite high."
Common Cold,"i've been quite exhausted and ill. i'm sneezing nonstop and am quite cold. my head is throbbing, and i lack energy. additionally, i have a very high fever and feel like i am on fire."
Common Cold,"i've been feeling really tired and sick. i've been sneezing a lot and i can't seem to get warm. i'm so tired and my head is killing me. and my fever is really high, like i'm boiling."
Common Cold,"i've been quite exhausted and ill. my throat has been quite painful, and i've had a fairly nasty cough. i've got a lot of chills and a pretty high temperature. just feeling extremely run down and weak"
Common Cold,"i've been quite exhausted and ill. i have been sneezing a lot and am having trouble warming up. i'm so exhausted, and my head hurts. and i feel like i am boiling over with my high temperature."
Common Cold,i can't stop sneezing and i feel really tired and crummy. my throat is really sore and i have a lot of gunky stuff in my nose and throat. my neck feels swollen and puffy too.
Common Cold,"i can't stop sneezing, and i'm exhausted and sick. my throat is really uncomfortable, and there is a lot of junk in my nose and throat. my neck is also swollen and puffy."
Common Cold,"i keep sneezing, and i'm miserable and exhausted. i have a lot of gunky things in my nose and throat, and my throat is really hurting. my neck also feels puffy and swollen."
Common Cold,i've been feeling really exhausted and sick to my stomach. i've had a really bad cough and my throat has hurt a lot. i've experienced substantial sinus pressure and a congested nose. i'm really unpleasant and worn out.
Common Cold,i've been sneezing a lot and feeling really tired and sick. there's also a lot of gross stuff coming out of my nose and my throat feels really scratchy. and my neck feels swollen too.
Common Cold,"i've been wheezing a lot and am generally feeling sick and exhausted. my throat feels really scratchy, and a lot of gross stuff is flowing out of my nose. my neck also feels bloated."
Common Cold,"my sinuses feel incredibly congested, and my eyes are continuously red. i just constantly feel drained and exhausted. in addition, i have a lot of uncomfortable phlegm in my throat. my lymph nodes feel bloated, and breathing has been challenging."
Common Cold,my eyes have been really red and my sinuses feel congested. i just don't have any energy and my throat has been really itchy. i've also noticed my lymph nodes are swollen and i've been coughing up a lot of phlegm.
Common Cold,"my sinuses feel stuffy, and my eyes have been quite red. i simply lack energy, and my throat has been really scratchy. along with the swelling in my lymph nodes, i've also been coughing up a lot of phlegm."
Common Cold,"my eyes are always red and itchy, and my nose feels all stuffy and congested. i just feel kind of sick and tired all the time, and i keep coughing up all this gunk. my throat feels sore and scratchy, and i've noticed that the bumps on my neck are bigger than usual"
Common Cold,"my nose always feels stuffy and congested, and my eyes are always red and itching. i have a feeling of being unwell and fatigued, and i keep hacking up this gunk. i have a scratchy, irritated throat, and i've seen that my neck's bumps are larger than usual."
Common Cold,"i keep sneezing, and my eyes don't quit dripping. it's incredibly difficult for me to breathe because it feels like there is something trapped in my throat. i often feel exhausted, and lately, i've had a lot of phlegm. moreover, my lymph nodes are enlarged."
Common Cold,my eyes are red and watery all the time. i've also had this pressure in my sinuses that won't go away. i'm always feeling tired and i've been having a lot of trouble breathing. i've also had a lot of gunk in my throat and my lymph nodes are swollen.
Common Cold,"my eyes are constantly red and runny. a persistent tightness in my sinuses has also been bothering me. i've been having a lot of difficulties breathing and constantly feel fatigued. in addition, i have a lot of throat mucus and inflamed lymph nodes."
Common Cold,"my nose feels quite clogged, and my eyes are constantly very red and runny. in addition, my chest hurts and i've been having a lot of breathing problems. in addition, my muscles feel quite painful, and i can't smell anything."
Common Cold,"my eyes are usually red and runny, and my nose is always stuffy. i've also been having difficulty breathing and my chest hurts. in addition, i can't smell anything and my muscles are quite painful."
Common Cold,"my eyes are usually red and inflamed, and i have the impression that something is clogging my sinuses. i've been coughing up a lot of gunk, and my chest hurts. i can't smell anything, and my muscles are aching."
Common Cold,"my eyes are always red and swollen, and i feel like there's something blocking my sinuses. i've been coughing up a lot of goo and my chest feels really heavy. i can't smell anything and my muscles are really sore"
Common Cold,"i've been coughing a lot and feeling chilly and shivery. my nose has been quite clogged, and i am experiencing facial pressure. i also have a lot of phlegm, and coughing pains my chest. i can't smell anything, and my muscles are aching."
Common Cold,"for days, i've had a nasty cough and cold. my sinuses are clogged, and i have facial pressure. i've also been creating phlegm, and coughing pains my chest. i can't smell anything, and my muscles are aching."
Common Cold,"i've had a nasty cough and cold for days. my sinuses are congested, and i have facial pressure. i've also been coughing up mucus, and it pains my chest. i can't smell anything and my muscles are aching."
Common Cold,"my cough and cold have been awful for days. my sinuses are congested, and my face is under strain. additionally, i've been coughing up phlegm, and it hurts in my chest. i have no sense of smell, and my muscles hurt a lot."
Common Cold,"i'm coughing nonstop and i'm shivering terribly. i have a stuffy nose and my face is under strain. in addition, my throat is coughing up some nasty gunk, and my chest hurts. my muscles hurt a lot, and i can't smell anything."
Common Cold,i can't stop coughing and i feel really cold. my sinuses are all blocked and i have a lot of mucus. my chest hurts and i can't smell anything. my muscles are also really sore.
Common Cold,"i'm coughing nonstop and am really chilly. my mucus production is excessive, and my sinuses are fully clogged. i can't smell anything, and my chest hurts. my muscles are quite painful as well."
Common Cold,"i can't stop coughing and i'm freezing. my sinuses are completely blocked, and i'm inundated with mucous. my chest hurts, and i'm unable to smell anything. my muscles are also really achy."
Common Cold,"i've been coughing a lot and finding it difficult to breathe. my throat hurts and i feel like i have a lot of phlegm trapped in my chest. my nose has been running a lot, and i've been feeling really congested."
Common Cold,"i've been experiencing severe weariness and a sickly sensation. my throat has been really painful and i've had a fairly severe cough. my nose has been quite stuffy, and i've had significant sinus pressure. i'm really miserable and extremely exhausted."
Common Cold,i've been feeling really sick and i've had a lot of fatigue. i've had a really bad cough and my throat has been really sore. i've had a lot of sinus pressure and my nose has been really congested. i just feel really run down and miserable.
Common Cold,"i've been quite exhausted and ill. my throat has been quite painful, and i've had a fairly nasty cough. i've got a lot of chills and a pretty high temperature. simply put, i feel really run down and feeble."
Common Cold,i've been really weary and ill. i've been suffering from a severe cough and sore throat. i've got a lot of chills and a pretty high temperature. i simply feel tired and run down.
Common Cold,"i can't quit sneezing, and my nose is running. i'm also constantly chilly and exhausted, and i've been coughing a lot. my fever is also really high, well above usual."
Common Cold,"i've been feeling awful, with a lot of congestion and a runny nose. i've been coughing a lot and having a lot of chest pain. my fever has been really high, and i've been experiencing severe muscular discomfort."
Common Cold,"my neck is swollen, and i'm exhausted. my throat is scratchy, and my eyes are burning red. my nose is really clogged, and i am experiencing facial pressure. my chest hurts, and i'm unable to smell anything."
Common Cold,"i lack energy and feel like my neck is bloated. my eyes are red, and my throat feels scratchy. i have severe congestion in my nostrils, and my face is under pressure. i can't smell anything, and my chest hurts."
Common Cold,"i feel quite weak, and my lymph nodes are enlarged. my eyes are burning, and my throat hurts. my sinuses are under strain, and my nose is stuffy. i can't smell anything, and my chest hurts."
Common Cold,"i've had a terrible cough and cold for days. my face is tired and my sinuses are blocked. in addition, my chest hurts from the phlegm i've been coughing up. i can't smell, and my muscles are in terrible pain."
Common Cold,"i have red, watery eyes all the time. my sinuses have also been bothered by a constant tightness. my breathing has been quite tough, and i've been feeling worn out all the time. my lymph nodes are irritated, and i also have a lot of throat mucous."
Common Cold,"i always get hot, puffy eyes and the feeling that something is obstructing my sinuses. my chest feels quite heavy, and i've been coughing up a lot of gunk. i have no sense of smell, and my muscles hurt a lot."
Pneumonia,"i've been feeling really cold and tired lately, and i've been coughing a lot with chest pain. my heart is beating really fast too, and when i cough, the phlegm is kind of a rusty color."
Pneumonia,"i've been coughing a lot recently with chest pain and feeling incredibly chilly and exhausted. additionally, my heart is thumping rapidly, and the phlegm i cough up has a reddish hue."
Pneumonia,"i've been feeling really drained and cold, and i can't stop coughing. it hurts in my chest when i do, and my heart feels like it's racing. the mucus i'm coughing up is a gross brownish color."
Pneumonia,"i've been exhausted and chilly, and i can't stop coughing. when i do, it pains in my chest and makes my heart race. my coughing mucous has a disgusting brownish hue."
Pneumonia,"i've been having chills and feeling exhausted, and i can't seem to shake this cough. my chest hurts when i cough, and my heart feels like it's going a million miles an hour. the phlegm i'm coughing up is a dirty rust color."
Pneumonia,"i've been experiencing chills, feeling worn out, and i can't seem to get rid of this cough. when i cough, my chest aches and my heart feels as like it is beating a million miles per hour. i'm coughing up a nasty rust-colored phlegm."
Pneumonia,"i've been feeling really weak and cold lately, and this cough won't go away. it hurts in my chest when i cough, and my heart is pounding. the mucus i'm bringing up is a rusty brown color."
Pneumonia,"i've been having chills and feeling really worn out, and this cough won't go away. my chest hurts when i cough, and my heart is racing. the mucus i'm bringing up is a gross brownish color."
Pneumonia,"i've been experiencing chills, feel really exhausted, and my cough just won't go away. when i cough, my chest aches and my heart is pounding. it's a disgusting brownish hue, the mucous i'm coming up."
Pneumonia,"i have a really high fever, and i'm having trouble breathing. i'm sweating a lot and feeling really cold and tired. my heart is beating really fast, and i have some brownish sputum"
Pneumonia,"i'm having problems breathing and have a very high fever. i'm perspiring a lot and experiencing extreme fatigue and chilly. my heart is racing, and i'm coughing up some brownish mucus."
Pneumonia,"my temperature is very high, and i'm having a hard time breathing. i'm sweating profusely, and i'm shaking with chills. i'm really tired, and my heart is beating really fast. i also have some brownish phlegm coming up"
Pneumonia,"i'm having trouble breathing, and my fever is really high. i'm drenched in sweat and shivering from the chill. my heart is thumping rapidly, and i'm quite exhausted. additionally, i'm about to have some brownish phlegm."
Pneumonia,"my fever is really high, and i'm having trouble catching my breath. i'm sweating a lot, feeling cold and tired, and my heart is beating really fast. i also have some brownish phlegm coming up."
Pneumonia,"i have a really high fever, and i have problems breathing. my heart is racing quite quickly, i'm perspiring a lot, and i feel chilly and exhausted. i'm also about to cough out some brownish phlegm."
Pneumonia,"i've been feeling really sick with a high fever, shortness of breath, sweating, chills, and extreme fatigue. my heart rate is rapid, and i've been coughing up a lot of brownish sputum."
Pneumonia,"with a high temperature, shortness of breath, sweating, chills, and intense exhaustion, i've been feeling quite poorly. i've been coughing up a lot of brownish phlegm and my pulse rate is racing."
Pneumonia,i'm having a really hard time catching my breath and i'm sweating a lot. i feel really sick and have a lot of mucus in my throat. my chest hurts and my heart is racing. the mucus i'm coughing up is dark and looks like rust.
Pneumonia,"i'm sweating profusely and finding it difficult to catch my breath. i feel quite ill, and my throat is very mucous. my heart is pounding, and my chest aches. i'm coughing up thick mucous that resembles rust."
Pneumonia,"i'm having a lot of trouble breathing and am really uneasy. i'm feeling unwell and am perspiring a lot. my chest hurts and i have a lot of mucus in my throat. my heart is racing, and the hue of the mucus i'm coughing up is off."
Pneumonia,i can't seem to get enough air and i'm sweating a lot. i don't feel well and there's a lot of phlegm in my throat. my chest hurts and my heart is racing. the mucus i'm coughing up is reddish in color.
Pneumonia,"i'm sweating profusely and can't seem to get enough air. my throat is filled with a lot of mucus, and i don't feel good. my heart is pounding, and my chest aches. i'm coughing up reddish-colored mucous."
Pneumonia,i can't seem to catch my breath and i'm sweating a lot. i feel really sick and have a lot of phlegm in my throat. my chest hurts and my heart is racing. the mucus i'm coughing up is yellowish.
Pneumonia,"i'm dripping with perspiration and can't seem to catch my breath. my throat is filled with a lot of phlegm, and i feel awful. my heart is pounding, and my chest aches. i'm coughing up brownish mucous."
Pneumonia,i'm having a hard time breathing and i feel really uncomfortable. i'm sweating a lot and there's a lot of phlegm in my throat. my chest hurts and my heart is beating fast. the mucus i'm coughing up is brownish.
Pneumonia,"i'm having trouble breathing and am quite uneasy. my throat is filled with a lot of phlegm, and i'm perspiring a lot. my heart is racing, and my chest aches. i'm coughing up reddish mucous."
Pneumonia,i can't seem to catch my breath and i'm sweating a lot. i feel really sick and have a lot of phlegm in my throat. my chest hurts and my heart is racing. the mucus i'm coughing up is brownish and stringy.
Pneumonia,"i'm dripping with perspiration and can't seem to catch my breath. my throat is filled with a lot of phlegm, and i feel awful. my heart is pounding, and my chest aches. i'm coughing up a stringy, brownish mucous."
Pneumonia,"i'm drenched with sweat and struggling to breathe. i don't feel well and have a lot of mucous in my throat. my chest aches, and my heart is racing. i'm coughing up mucus that is crimson in colour."
Pneumonia,"i've been feeling very lousy, with a high temperature, shortness of breath, sweating, chills, and extreme weariness. my heart is beating, and i've been coughing up a lot of brownish phlegm."
Pneumonia,"my fever is really high, and i'm having difficulty breathing. i'm drenched in sweat and shivering with chills. i'm quite fatigued, and my heart is racing. i'm also expecting some brownish phlegm."
Pneumonia,"i've been getting chills, feeling tired, and i can't seem to shake this cough. my chest aches and my heart feels like it's racing at a million miles per hour when i cough. i'm coughing out a foul rusty phlegm."
Pneumonia,"i'm having trouble breathing and am really uncomfortable. i'm sweating profusely and have a lot of mucus in my throat. my chest aches, and my heart is racing. i'm coughing up dark mucous."
Pneumonia,"i've got a high fever and can't seem to catch my breath. i've been sweating profusely and generally feeling ill and weak. i've also had some quite thick and black phlegm. my chest aches, and my heart has been racing rapidly."
Pneumonia,"lately i've been experiencing chills, fatigue, a cough, a high fever, and difficulty breathing. i've been sweating a lot and just feeling really sick and weak. i've also had some phlegm that's been really thick and dark."
Pneumonia,"i've recently been suffering with chills, lethargy, a cough, a high temperature, and difficulties breathing. i've been sweating profusely and generally feeling ill and weak. i've also had some quite thick and black phlegm."
Pneumonia,"i've recently been suffering with chills, lethargy, a cough, a high temperature, and difficulties breathing. i've been sweating profusely and generally feeling ill and weak. i've also had some quite thick and red phlegm."
Pneumonia,"i've had chills, lethargy, a cough, a high temperature, and difficulties breathing lately. i've been sweating profusely and generally feeling ill and weak. i've also had some quite thick and black phlegm."
Pneumonia,"i've been having a lot of respiratory issues lately along with chills, exhaustion, a cough, and a high temperature. i've been sweating profusely and generally feeling ill and weak. my chest aches, and my heart has been racing rapidly."
Pneumonia,"i've been suffering with chills, tiredness, and a cough recently. i've been sweating tremendously and feeling overall unwell and weak. i've also had some thick, black phlegm. my chest aches, and my heart has been racing."
Pneumonia,"i'm running a temperature and can't seem to catch my breath. i've been sweating tremendously and feeling overall unwell and weak. i've also had some thick, black phlegm. my heart has been beating frantically, and my chest hurts."
Pneumonia,"i'm drenched with sweat and can't seem to catch my breath. my throat is clogged with mucus, and i'm miserable. my heart is racing, and my chest aches. i'm coughing up a brownish stringy mucus."
Pneumonia,"i'm saturated with sweat and struggling to breathe. my throat is blocked with mucous, and i'm uncomfortable. my heart is racing, and my chest aches. i'm coughing up a darkish stringy mucous."
Pneumonia,"i'm having a lot of problems breathing. i'm not feeling good, and i'm sweating a lot. i have a lot of mucous in my throat and my chest hurts. my breathing is laboured, and the phlegm i'm coughing up has an odd tint."
Pneumonia,"i have a lot of difficulty breathing. i don't feel well, and i'm perspiring a lot. my chest hurts, and i have a lot of mucus in my throat. i'm having trouble breathing, and the phlegm i'm coughing up has a strange hue."
Pneumonia,"i've been coughing a lot and feeling incredibly chilly and exhausted. i have a pretty high fever, and it's difficult for me to breathe. i've been perspiring a lot and generally feeling weak and ill. i've had some quite thick and black phlegm."
Pneumonia,"i've recently had chills, exhaustion, a cough, a high temperature, and breathing issues. i've been perspiring a lot and generally feeling weak and ill. i've had some quite thick and black phlegm. my heart has been racing quite quickly."
Dimorphic Hemorrhoids,"constipation, discomfort with bowel motions, and anus pain have all recently been bothering me. my anus has been quite inflamed, and my stool has been extremely bloody."
Dimorphic Hemorrhoids,"lately i've been experiencing constipation, pain during bowel movements, and pain in my anus. my stool has also been really bloody and my anus has been really irritated."
Dimorphic Hemorrhoids,"recently, i've been having a lot of difficulty using the restroom. my bowel movements have been extremely uncomfortable and difficult for me to have.  my anus has been quite inflamed, and my stool has been extremely bloody."
Dimorphic Hemorrhoids,"i've been having a lot of trouble going to the bathroom lately. it's really painful when i do, and there's been some blood in my stool. i've also been having some pain and irritation around my anus."
Dimorphic Hemorrhoids,"recently, i've been having a lot of difficulty using the restroom. when i do, it hurts a lot, and i've noticed some blood in my stool. around my anus, i've also been experiencing some discomfort and itching."
Dimorphic Hemorrhoids,"lately i've been really constipated, and it's been really painful when i do go to the bathroom. i've also noticed some blood in my stool, and my anus has been really irritated."
Dimorphic Hemorrhoids,"i've been suffering from severe constipation lately, and whenever i do go to the restroom, it hurts a lot. aside from that, my anus has been really itchy, and i've observed some blood in my stool."
Dimorphic Hemorrhoids,"i've been having a lot of trouble going to the bathroom lately, and it's been really painful. i've also noticed that my stool has been bloody and my anus has been really irritated."
Dimorphic Hemorrhoids,"recently, i've been having a lot of discomfort and difficulty using the restroom. additionally, i've noticed that my anus has been quite sore and that my stool has been bloody."
Dimorphic Hemorrhoids,"i've been terribly constipated lately, and when i do go to the bathroom, it hurts a lot. aside from that, my anus has been really itchy, and i've observed some blood in my stool."
Dimorphic Hemorrhoids,"i've been quite constipated lately, and going to the restroom has been excruciatingly uncomfortable. i've also observed blood in my stool, and my anus has been aggravated."
Dimorphic Hemorrhoids,i've been having a lot of trouble going to the bathroom lately. it's been really painful and i've been experiencing pain in my anus. my stool has also been bloody and my anus has been really irritated.
Dimorphic Hemorrhoids,"i've been having a lot of problems using the restroom recently. it's been excruciatingly uncomfortable, and i've been feeling agony in my anus. my stool has been bloody as well, and my anus has been really inflamed."
Dimorphic Hemorrhoids,"i've been having trouble going to the restroom recently. when i try to go, it's really uncomfortable, and my anus hurts a lot. i've also had some blood in my stool, and my anus has been really uncomfortable."
Dimorphic Hemorrhoids,i've been having a really hard time going to the bathroom lately. it's really painful when i try to go and my anus hurts a lot. there's also been some blood in my stool and my anus has been really itchy.
Dimorphic Hemorrhoids,"i've been experiencing problems using the restroom recently. it's quite difficult for me to go, and it hurts when i do. i've also been experiencing buttock soreness and bloody stools. my anus has also been quite itching and sensitive."
Dimorphic Hemorrhoids,"recently, i've been having problems using the restroom. going is incredibly difficult, and doing so hurts. in addition, i've been experiencing some butt soreness, and my stools have been bloody. my anus has also been quite itching and aggravated."
Dimorphic Hemorrhoids,"i've been constipated and it's really hard to go to the bathroom. when i do go, it hurts and my stool has been bloody. i've also been having some pain in my butt and my anus has been really itchy and irritated."
Dimorphic Hemorrhoids,"since i've been constipated, using the restroom has been quite challenging. when i do go, it aches and i've had blood in my stool. my anus has been quite itchy and irritating, and i've also been experiencing some discomfort in my butt."
Dimorphic Hemorrhoids,"constipation has made it quite difficult for me to use the restroom. my stool has been bloody when i do go, and it hurts. in addition, my anus has been quite itchy and inflamed, and i've been experiencing some butt soreness."
Dimorphic Hemorrhoids,"it's incredibly difficult for me to use the restroom, and when i do, it hurts a lot. my stools have been bloody, and my butt has been hurting. my anus has also been quite itching and aggravated."
Dimorphic Hemorrhoids,i'm having a lot of trouble going to the bathroom and it's really painful when i do. my stool has been bloody and i've had some pain in my butt. my anus has been really itchy and irritated too.
Dimorphic Hemorrhoids,i've been having trouble going to the bathroom. it's been really hard to go and it hurts when i do. my anus is really sore and it's been bleeding when i go. it's really painful and i'm really uncomfortable.
Dimorphic Hemorrhoids,"i've been finding it challenging to use the restroom. going has been quite difficult, and it aches when i do. when i go, my anus bleeds and is really uncomfortable. i'm in a lot of discomfort and it hurts extremely bad."
Dimorphic Hemorrhoids,"i've been having difficulty using the restroom. it's been difficult to go, and it aches when i do. my anus is quite painful, and it has been bleeding whenever i go. it's excruciatingly painful, and i'm quite uneasy."
Dimorphic Hemorrhoids,lately i've been experiencing constipation and pain during bowel movements. my anus is really sore and it's been bleeding when i go. it's really painful and i'm really uncomfortable.
Dimorphic Hemorrhoids,"i've recently been suffering from constipation and digestive discomfort. my anus is quite painful, and it has been bleeding whenever i go. it's excruciatingly painful, and i'm quite uneasy."
Dimorphic Hemorrhoids,"constipation and soreness with bowel motions have been bothering me lately. when i go, my anus bleeds and is really uncomfortable. i'm in a lot of discomfort and it hurts extremely bad."
Dimorphic Hemorrhoids,i've been having a lot of trouble with my bowel movements lately. it's hard to go and it hurts when i do. my anus is really sore and it's been bleeding when i go. it's really painful and i'm really uncomfortable.
Dimorphic Hemorrhoids,"my bowel motions have been really difficult for me recently. going is difficult, and it aches when i do. when i go, my anus bleeds and is really uncomfortable. i'm in a lot of discomfort and it hurts extremely bad."
Dimorphic Hemorrhoids,"i've been experiencing a lot of bowel movement issues recently. it's difficult to go, and it hurts when i do. my anus is quite painful, and it has been bleeding whenever i go. it's excruciatingly painful, and i'm quite uneasy."
Dimorphic Hemorrhoids,i'm having a lot of trouble with my bowel movements lately. it's hard to go and it hurts when i do. my anus is really sore and it's been bleeding when i go. it's really painful and i'm really uncomfortable.
Dimorphic Hemorrhoids,"i've been experiencing a lot of problems with my bowel motions recently. it's difficult to go, and it hurts when i do. my anus is quite painful, and it has been bleeding whenever i go. it's excruciatingly painful, and i'm quite uneasy."
Dimorphic Hemorrhoids,"my bowel motions are giving me a lot of problems right now. going is difficult, and going hurts when i do it. when i go, my anus bleeds and is really uncomfortable. i'm in a lot of discomfort and it hurts extremely bad."
Dimorphic Hemorrhoids,"i've been having constipation and bowel motions that hurt recently. when i go, my anus bleeds and is really uncomfortable. i'm in a lot of discomfort and it hurts extremely bad."
